"Market","Forecast","Timestamp"
"Oklahoma City vs Indiana Winner?","66.67%","2025-06-19T19:53:00.000Z"
"Oklahoma City vs Indiana Winner?","66.67%","2025-06-19T19:54:00.000Z"
"Oklahoma City vs Indiana Winner?","66.67%","2025-06-19T19:55:00.000Z"
"Oklahoma City vs Indiana Winner?","66.67%","2025-06-19T19:56:00.000Z"
"Oklahoma City vs Indiana Winner?","66.67%","2025-06-19T19:57:00.000Z"
"Oklahoma City vs Indiana Winner?","66.67%","2025-06-19T19:58:00.000Z"
"Oklahoma City vs Indiana Winner?","66.67%","2025-06-19T19:59:00.000Z"
"Oklahoma City vs Indiana Winner?","68.00%","2025-06-19T20:00:00.000Z"
"Oklahoma City vs Indiana Winner?","68.00%","2025-06-19T20:01:00.000Z"
"Oklahoma City vs Indiana Winner?","68.00%","2025-06-19T20:02:00.000Z"
"Oklahoma City vs Indiana Winner?","68.00%","2025-06-19T20:03:00.000Z"
"Oklahoma City vs Indiana Winner?","68.00%","2025-06-19T20:04:00.000Z"
"Oklahoma City vs Indiana Winner?","68.00%","2025-06-19T20:05:00.000Z"
"Oklahoma City vs Indiana Winner?","68.00%","2025-06-19T20:06:00.000Z"
"Oklahoma City vs Indiana Winner?","68.00%","2025-06-19T20:07:00.000Z"
"Oklahoma City vs Indiana Winner?","66.83%","2025-06-19T20:08:00.000Z"
"Oklahoma City vs Indiana Winner?","66.83%","2025-06-19T20:09:00.000Z"
"Oklahoma City vs Indiana Winner?","66.83%","2025-06-19T20:10:00.000Z"
"Oklahoma City vs Indiana Winner?","66.83%","2025-06-19T20:11:00.000Z"
"Oklahoma City vs Indiana Winner?","66.83%","2025-06-19T20:12:00.000Z"
"Oklahoma City vs Indiana Winner?","66.83%","2025-06-19T20:13:00.000Z"
"Oklahoma City vs Indiana Winner?","66.83%","2025-06-19T20:14:00.000Z"
"Oklahoma City vs Indiana Winner?","66.83%","2025-06-19T20:15:00.000Z"
"Oklahoma City vs Indiana Winner?","67.13%","2025-06-19T20:16:00.000Z"
"Oklahoma City vs Indiana Winner?","67.13%","2025-06-19T20:17:00.000Z"
"Oklahoma City vs Indiana Winner?","67.13%","2025-06-19T20:18:00.000Z"
"Oklahoma City vs Indiana Winner?","67.13%","2025-06-19T20:19:00.000Z"
"Oklahoma City vs Indiana Winner?","67.13%","2025-06-19T20:20:00.000Z"
"Oklahoma City vs Indiana Winner?","67.13%","2025-06-19T20:21:00.000Z"
"Oklahoma City vs Indiana Winner?","67.13%","2025-06-19T20:22:00.000Z"
"Oklahoma City vs Indiana Winner?","67.13%","2025-06-19T20:23:00.000Z"
"Oklahoma City vs Indiana Winner?","67.91%","2025-06-19T20:24:00.000Z"
"Oklahoma City vs Indiana Winner?","67.91%","2025-06-19T20:25:00.000Z"
"Oklahoma City vs Indiana Winner?","67.91%","2025-06-19T20:26:00.000Z"
"Oklahoma City vs Indiana Winner?","67.91%","2025-06-19T20:27:00.000Z"
"Oklahoma City vs Indiana Winner?","67.91%","2025-06-19T20:28:00.000Z"
"Oklahoma City vs Indiana Winner?","67.91%","2025-06-19T20:29:00.000Z"
"Oklahoma City vs Indiana Winner?","67.91%","2025-06-19T20:30:00.000Z"
"Oklahoma City vs Indiana Winner?","67.91%","2025-06-19T20:31:00.000Z"
"Oklahoma City vs Indiana Winner?","67.97%","2025-06-19T20:32:00.000Z"
"Oklahoma City vs Indiana Winner?","67.97%","2025-06-19T20:33:00.000Z"
"Oklahoma City vs Indiana Winner?","67.97%","2025-06-19T20:34:00.000Z"
"Oklahoma City vs Indiana Winner?","67.97%","2025-06-19T20:35:00.000Z"
"Oklahoma City vs Indiana Winner?","67.97%","2025-06-19T20:36:00.000Z"
"Oklahoma City vs Indiana Winner?","67.97%","2025-06-19T20:37:00.000Z"
"Oklahoma City vs Indiana Winner?","67.97%","2025-06-19T20:38:00.000Z"
"Oklahoma City vs Indiana Winner?","67.97%","2025-06-19T20:39:00.000Z"
"Oklahoma City vs Indiana Winner?","67.64%","2025-06-19T20:40:00.000Z"
"Oklahoma City vs Indiana Winner?","67.64%","2025-06-19T20:41:00.000Z"
"Oklahoma City vs Indiana Winner?","67.64%","2025-06-19T20:42:00.000Z"
"Oklahoma City vs Indiana Winner?","67.64%","2025-06-19T20:43:00.000Z"
"Oklahoma City vs Indiana Winner?","67.64%","2025-06-19T20:44:00.000Z"
"Oklahoma City vs Indiana Winner?","67.64%","2025-06-19T20:45:00.000Z"
"Oklahoma City vs Indiana Winner?","67.64%","2025-06-19T20:46:00.000Z"
"Oklahoma City vs Indiana Winner?","67.64%","2025-06-19T20:47:00.000Z"
"Oklahoma City vs Indiana Winner?","67.77%","2025-06-19T20:48:00.000Z"
"Oklahoma City vs Indiana Winner?","67.77%","2025-06-19T20:49:00.000Z"
"Oklahoma City vs Indiana Winner?","67.77%","2025-06-19T20:50:00.000Z"
"Oklahoma City vs Indiana Winner?","67.77%","2025-06-19T20:51:00.000Z"
"Oklahoma City vs Indiana Winner?","67.77%","2025-06-19T20:52:00.000Z"
"Oklahoma City vs Indiana Winner?","67.77%","2025-06-19T20:53:00.000Z"
"Oklahoma City vs Indiana Winner?","67.77%","2025-06-19T20:54:00.000Z"
"Oklahoma City vs Indiana Winner?","67.77%","2025-06-19T20:55:00.000Z"
"Oklahoma City vs Indiana Winner?","67.99%","2025-06-19T20:56:00.000Z"
"Oklahoma City vs Indiana Winner?","67.99%","2025-06-19T20:57:00.000Z"
"Oklahoma City vs Indiana Winner?","67.99%","2025-06-19T20:58:00.000Z"
"Oklahoma City vs Indiana Winner?","67.99%","2025-06-19T20:59:00.000Z"
"Oklahoma City vs Indiana Winner?","67.99%","2025-06-19T21:00:00.000Z"
"Oklahoma City vs Indiana Winner?","67.99%","2025-06-19T21:01:00.000Z"
"Oklahoma City vs Indiana Winner?","67.99%","2025-06-19T21:02:00.000Z"
"Oklahoma City vs Indiana Winner?","67.99%","2025-06-19T21:03:00.000Z"
"Oklahoma City vs Indiana Winner?","68.00%","2025-06-19T21:04:00.000Z"
"Oklahoma City vs Indiana Winner?","68.00%","2025-06-19T21:05:00.000Z"
"Oklahoma City vs Indiana Winner?","68.00%","2025-06-19T21:06:00.000Z"
"Oklahoma City vs Indiana Winner?","68.00%","2025-06-19T21:07:00.000Z"
"Oklahoma City vs Indiana Winner?","68.00%","2025-06-19T21:08:00.000Z"
"Oklahoma City vs Indiana Winner?","68.00%","2025-06-19T21:09:00.000Z"
"Oklahoma City vs Indiana Winner?","68.00%","2025-06-19T21:10:00.000Z"
"Oklahoma City vs Indiana Winner?","68.00%","2025-06-19T21:11:00.000Z"
"Oklahoma City vs Indiana Winner?","67.81%","2025-06-19T21:12:00.000Z"
"Oklahoma City vs Indiana Winner?","67.81%","2025-06-19T21:13:00.000Z"
"Oklahoma City vs Indiana Winner?","67.81%","2025-06-19T21:14:00.000Z"
"Oklahoma City vs Indiana Winner?","67.81%","2025-06-19T21:15:00.000Z"
"Oklahoma City vs Indiana Winner?","67.81%","2025-06-19T21:16:00.000Z"
"Oklahoma City vs Indiana Winner?","67.81%","2025-06-19T21:17:00.000Z"
"Oklahoma City vs Indiana Winner?","67.81%","2025-06-19T21:18:00.000Z"
"Oklahoma City vs Indiana Winner?","67.81%","2025-06-19T21:19:00.000Z"
"Oklahoma City vs Indiana Winner?","67.57%","2025-06-19T21:20:00.000Z"
"Oklahoma City vs Indiana Winner?","67.57%","2025-06-19T21:21:00.000Z"
"Oklahoma City vs Indiana Winner?","67.57%","2025-06-19T21:22:00.000Z"
"Oklahoma City vs Indiana Winner?","67.57%","2025-06-19T21:23:00.000Z"
"Oklahoma City vs Indiana Winner?","67.57%","2025-06-19T21:24:00.000Z"
"Oklahoma City vs Indiana Winner?","67.57%","2025-06-19T21:25:00.000Z"
"Oklahoma City vs Indiana Winner?","67.57%","2025-06-19T21:26:00.000Z"
"Oklahoma City vs Indiana Winner?","67.57%","2025-06-19T21:27:00.000Z"
"Oklahoma City vs Indiana Winner?","67.26%","2025-06-19T21:28:00.000Z"
"Oklahoma City vs Indiana Winner?","67.26%","2025-06-19T21:29:00.000Z"
"Oklahoma City vs Indiana Winner?","67.26%","2025-06-19T21:30:00.000Z"
"Oklahoma City vs Indiana Winner?","67.26%","2025-06-19T21:31:00.000Z"
"Oklahoma City vs Indiana Winner?","67.26%","2025-06-19T21:32:00.000Z"
"Oklahoma City vs Indiana Winner?","67.26%","2025-06-19T21:33:00.000Z"
"Oklahoma City vs Indiana Winner?","67.26%","2025-06-19T21:34:00.000Z"
"Oklahoma City vs Indiana Winner?","67.26%","2025-06-19T21:35:00.000Z"
"Oklahoma City vs Indiana Winner?","68.00%","2025-06-19T21:36:00.000Z"
"Oklahoma City vs Indiana Winner?","68.00%","2025-06-19T21:37:00.000Z"
"Oklahoma City vs Indiana Winner?","68.00%","2025-06-19T21:38:00.000Z"
"Oklahoma City vs Indiana Winner?","68.00%","2025-06-19T21:39:00.000Z"
"Oklahoma City vs Indiana Winner?","68.00%","2025-06-19T21:40:00.000Z"
"Oklahoma City vs Indiana Winner?","68.00%","2025-06-19T21:41:00.000Z"
"Oklahoma City vs Indiana Winner?","68.00%","2025-06-19T21:42:00.000Z"
"Oklahoma City vs Indiana Winner?","68.00%","2025-06-19T21:43:00.000Z"
"Oklahoma City vs Indiana Winner?","67.67%","2025-06-19T21:44:00.000Z"
"Oklahoma City vs Indiana Winner?","67.67%","2025-06-19T21:45:00.000Z"
"Oklahoma City vs Indiana Winner?","67.67%","2025-06-19T21:46:00.000Z"
"Oklahoma City vs Indiana Winner?","67.67%","2025-06-19T21:47:00.000Z"
"Oklahoma City vs Indiana Winner?","67.67%","2025-06-19T21:48:00.000Z"
"Oklahoma City vs Indiana Winner?","67.67%","2025-06-19T21:49:00.000Z"
"Oklahoma City vs Indiana Winner?","67.67%","2025-06-19T21:50:00.000Z"
"Oklahoma City vs Indiana Winner?","67.67%","2025-06-19T21:51:00.000Z"
"Oklahoma City vs Indiana Winner?","66.50%","2025-06-19T21:52:00.000Z"
"Oklahoma City vs Indiana Winner?","66.50%","2025-06-19T21:53:00.000Z"
"Oklahoma City vs Indiana Winner?","66.50%","2025-06-19T21:54:00.000Z"
"Oklahoma City vs Indiana Winner?","66.50%","2025-06-19T21:55:00.000Z"
"Oklahoma City vs Indiana Winner?","66.50%","2025-06-19T21:56:00.000Z"
"Oklahoma City vs Indiana Winner?","66.50%","2025-06-19T21:57:00.000Z"
"Oklahoma City vs Indiana Winner?","66.50%","2025-06-19T21:58:00.000Z"
"Oklahoma City vs Indiana Winner?","66.50%","2025-06-19T21:59:00.000Z"
"Oklahoma City vs Indiana Winner?","66.84%","2025-06-19T22:00:00.000Z"
"Oklahoma City vs Indiana Winner?","66.84%","2025-06-19T22:01:00.000Z"
"Oklahoma City vs Indiana Winner?","66.84%","2025-06-19T22:02:00.000Z"
"Oklahoma City vs Indiana Winner?","66.84%","2025-06-19T22:03:00.000Z"
"Oklahoma City vs Indiana Winner?","66.84%","2025-06-19T22:04:00.000Z"
"Oklahoma City vs Indiana Winner?","66.84%","2025-06-19T22:05:00.000Z"
"Oklahoma City vs Indiana Winner?","66.84%","2025-06-19T22:06:00.000Z"
"Oklahoma City vs Indiana Winner?","66.84%","2025-06-19T22:07:00.000Z"
"Oklahoma City vs Indiana Winner?","66.93%","2025-06-19T22:08:00.000Z"
"Oklahoma City vs Indiana Winner?","66.93%","2025-06-19T22:09:00.000Z"
"Oklahoma City vs Indiana Winner?","66.93%","2025-06-19T22:10:00.000Z"
"Oklahoma City vs Indiana Winner?","66.93%","2025-06-19T22:11:00.000Z"
"Oklahoma City vs Indiana Winner?","66.93%","2025-06-19T22:12:00.000Z"
"Oklahoma City vs Indiana Winner?","66.93%","2025-06-19T22:13:00.000Z"
"Oklahoma City vs Indiana Winner?","66.93%","2025-06-19T22:14:00.000Z"
"Oklahoma City vs Indiana Winner?","66.93%","2025-06-19T22:15:00.000Z"
"Oklahoma City vs Indiana Winner?","66.99%","2025-06-19T22:16:00.000Z"
"Oklahoma City vs Indiana Winner?","66.99%","2025-06-19T22:17:00.000Z"
"Oklahoma City vs Indiana Winner?","66.99%","2025-06-19T22:18:00.000Z"
"Oklahoma City vs Indiana Winner?","66.99%","2025-06-19T22:19:00.000Z"
"Oklahoma City vs Indiana Winner?","66.99%","2025-06-19T22:20:00.000Z"
"Oklahoma City vs Indiana Winner?","66.99%","2025-06-19T22:21:00.000Z"
"Oklahoma City vs Indiana Winner?","66.99%","2025-06-19T22:22:00.000Z"
"Oklahoma City vs Indiana Winner?","66.99%","2025-06-19T22:23:00.000Z"
"Oklahoma City vs Indiana Winner?","66.98%","2025-06-19T22:24:00.000Z"
"Oklahoma City vs Indiana Winner?","66.98%","2025-06-19T22:25:00.000Z"
"Oklahoma City vs Indiana Winner?","66.98%","2025-06-19T22:26:00.000Z"
"Oklahoma City vs Indiana Winner?","66.98%","2025-06-19T22:27:00.000Z"
"Oklahoma City vs Indiana Winner?","66.98%","2025-06-19T22:28:00.000Z"
"Oklahoma City vs Indiana Winner?","66.98%","2025-06-19T22:29:00.000Z"
"Oklahoma City vs Indiana Winner?","66.98%","2025-06-19T22:30:00.000Z"
"Oklahoma City vs Indiana Winner?","66.98%","2025-06-19T22:31:00.000Z"
"Oklahoma City vs Indiana Winner?","67.59%","2025-06-19T22:32:00.000Z"
"Oklahoma City vs Indiana Winner?","67.59%","2025-06-19T22:33:00.000Z"
"Oklahoma City vs Indiana Winner?","67.59%","2025-06-19T22:34:00.000Z"
"Oklahoma City vs Indiana Winner?","67.59%","2025-06-19T22:35:00.000Z"
"Oklahoma City vs Indiana Winner?","67.59%","2025-06-19T22:36:00.000Z"
"Oklahoma City vs Indiana Winner?","67.59%","2025-06-19T22:37:00.000Z"
"Oklahoma City vs Indiana Winner?","67.59%","2025-06-19T22:38:00.000Z"
"Oklahoma City vs Indiana Winner?","67.59%","2025-06-19T22:39:00.000Z"
"Oklahoma City vs Indiana Winner?","67.25%","2025-06-19T22:40:00.000Z"
"Oklahoma City vs Indiana Winner?","67.25%","2025-06-19T22:41:00.000Z"
"Oklahoma City vs Indiana Winner?","67.25%","2025-06-19T22:42:00.000Z"
"Oklahoma City vs Indiana Winner?","67.25%","2025-06-19T22:43:00.000Z"
"Oklahoma City vs Indiana Winner?","67.25%","2025-06-19T22:44:00.000Z"
"Oklahoma City vs Indiana Winner?","67.25%","2025-06-19T22:45:00.000Z"
"Oklahoma City vs Indiana Winner?","67.25%","2025-06-19T22:46:00.000Z"
"Oklahoma City vs Indiana Winner?","67.25%","2025-06-19T22:47:00.000Z"
"Oklahoma City vs Indiana Winner?","66.36%","2025-06-19T22:48:00.000Z"
"Oklahoma City vs Indiana Winner?","66.36%","2025-06-19T22:49:00.000Z"
"Oklahoma City vs Indiana Winner?","66.36%","2025-06-19T22:50:00.000Z"
"Oklahoma City vs Indiana Winner?","66.36%","2025-06-19T22:51:00.000Z"
"Oklahoma City vs Indiana Winner?","66.36%","2025-06-19T22:52:00.000Z"
"Oklahoma City vs Indiana Winner?","66.36%","2025-06-19T22:53:00.000Z"
"Oklahoma City vs Indiana Winner?","66.36%","2025-06-19T22:54:00.000Z"
"Oklahoma City vs Indiana Winner?","66.36%","2025-06-19T22:55:00.000Z"
"Oklahoma City vs Indiana Winner?","66.77%","2025-06-19T22:56:00.000Z"
"Oklahoma City vs Indiana Winner?","66.77%","2025-06-19T22:57:00.000Z"
"Oklahoma City vs Indiana Winner?","66.77%","2025-06-19T22:58:00.000Z"
"Oklahoma City vs Indiana Winner?","66.77%","2025-06-19T22:59:00.000Z"
"Oklahoma City vs Indiana Winner?","66.77%","2025-06-19T23:00:00.000Z"
"Oklahoma City vs Indiana Winner?","66.77%","2025-06-19T23:01:00.000Z"
"Oklahoma City vs Indiana Winner?","66.77%","2025-06-19T23:02:00.000Z"
"Oklahoma City vs Indiana Winner?","66.77%","2025-06-19T23:03:00.000Z"
"Oklahoma City vs Indiana Winner?","66.89%","2025-06-19T23:04:00.000Z"
"Oklahoma City vs Indiana Winner?","66.89%","2025-06-19T23:05:00.000Z"
"Oklahoma City vs Indiana Winner?","66.89%","2025-06-19T23:06:00.000Z"
"Oklahoma City vs Indiana Winner?","66.89%","2025-06-19T23:07:00.000Z"
"Oklahoma City vs Indiana Winner?","66.89%","2025-06-19T23:08:00.000Z"
"Oklahoma City vs Indiana Winner?","66.89%","2025-06-19T23:09:00.000Z"
"Oklahoma City vs Indiana Winner?","66.89%","2025-06-19T23:10:00.000Z"
"Oklahoma City vs Indiana Winner?","66.89%","2025-06-19T23:11:00.000Z"
"Oklahoma City vs Indiana Winner?","66.47%","2025-06-19T23:12:00.000Z"
"Oklahoma City vs Indiana Winner?","66.47%","2025-06-19T23:13:00.000Z"
"Oklahoma City vs Indiana Winner?","66.47%","2025-06-19T23:14:00.000Z"
"Oklahoma City vs Indiana Winner?","66.47%","2025-06-19T23:15:00.000Z"
"Oklahoma City vs Indiana Winner?","66.47%","2025-06-19T23:16:00.000Z"
"Oklahoma City vs Indiana Winner?","66.47%","2025-06-19T23:17:00.000Z"
"Oklahoma City vs Indiana Winner?","66.47%","2025-06-19T23:18:00.000Z"
"Oklahoma City vs Indiana Winner?","66.47%","2025-06-19T23:19:00.000Z"
"Oklahoma City vs Indiana Winner?","66.36%","2025-06-19T23:20:00.000Z"
"Oklahoma City vs Indiana Winner?","66.36%","2025-06-19T23:21:00.000Z"
"Oklahoma City vs Indiana Winner?","66.36%","2025-06-19T23:22:00.000Z"
"Oklahoma City vs Indiana Winner?","66.36%","2025-06-19T23:23:00.000Z"
"Oklahoma City vs Indiana Winner?","66.36%","2025-06-19T23:24:00.000Z"
"Oklahoma City vs Indiana Winner?","66.36%","2025-06-19T23:25:00.000Z"
"Oklahoma City vs Indiana Winner?","66.36%","2025-06-19T23:26:00.000Z"
"Oklahoma City vs Indiana Winner?","66.36%","2025-06-19T23:27:00.000Z"
"Oklahoma City vs Indiana Winner?","66.80%","2025-06-19T23:28:00.000Z"
"Oklahoma City vs Indiana Winner?","66.80%","2025-06-19T23:29:00.000Z"
"Oklahoma City vs Indiana Winner?","66.80%","2025-06-19T23:30:00.000Z"
"Oklahoma City vs Indiana Winner?","66.80%","2025-06-19T23:31:00.000Z"
"Oklahoma City vs Indiana Winner?","66.80%","2025-06-19T23:32:00.000Z"
"Oklahoma City vs Indiana Winner?","66.80%","2025-06-19T23:33:00.000Z"
"Oklahoma City vs Indiana Winner?","66.80%","2025-06-19T23:34:00.000Z"
"Oklahoma City vs Indiana Winner?","66.80%","2025-06-19T23:35:00.000Z"
"Oklahoma City vs Indiana Winner?","66.84%","2025-06-19T23:36:00.000Z"
"Oklahoma City vs Indiana Winner?","66.84%","2025-06-19T23:37:00.000Z"
"Oklahoma City vs Indiana Winner?","66.84%","2025-06-19T23:38:00.000Z"
"Oklahoma City vs Indiana Winner?","66.84%","2025-06-19T23:39:00.000Z"
"Oklahoma City vs Indiana Winner?","66.84%","2025-06-19T23:40:00.000Z"
"Oklahoma City vs Indiana Winner?","66.84%","2025-06-19T23:41:00.000Z"
"Oklahoma City vs Indiana Winner?","66.84%","2025-06-19T23:42:00.000Z"
"Oklahoma City vs Indiana Winner?","66.84%","2025-06-19T23:43:00.000Z"
"Oklahoma City vs Indiana Winner?","65.44%","2025-06-19T23:44:00.000Z"
"Oklahoma City vs Indiana Winner?","65.44%","2025-06-19T23:45:00.000Z"
"Oklahoma City vs Indiana Winner?","65.44%","2025-06-19T23:46:00.000Z"
"Oklahoma City vs Indiana Winner?","65.44%","2025-06-19T23:47:00.000Z"
"Oklahoma City vs Indiana Winner?","65.44%","2025-06-19T23:48:00.000Z"
"Oklahoma City vs Indiana Winner?","65.44%","2025-06-19T23:49:00.000Z"
"Oklahoma City vs Indiana Winner?","65.44%","2025-06-19T23:50:00.000Z"
"Oklahoma City vs Indiana Winner?","65.44%","2025-06-19T23:51:00.000Z"
"Oklahoma City vs Indiana Winner?","66.91%","2025-06-19T23:52:00.000Z"
"Oklahoma City vs Indiana Winner?","66.91%","2025-06-19T23:53:00.000Z"
"Oklahoma City vs Indiana Winner?","66.91%","2025-06-19T23:54:00.000Z"
"Oklahoma City vs Indiana Winner?","66.91%","2025-06-19T23:55:00.000Z"
"Oklahoma City vs Indiana Winner?","66.91%","2025-06-19T23:56:00.000Z"
"Oklahoma City vs Indiana Winner?","66.91%","2025-06-19T23:57:00.000Z"
"Oklahoma City vs Indiana Winner?","66.91%","2025-06-19T23:58:00.000Z"
"Oklahoma City vs Indiana Winner?","66.91%","2025-06-19T23:59:00.000Z"
"Oklahoma City vs Indiana Winner?","66.81%","2025-06-20T00:00:00.000Z"
"Oklahoma City vs Indiana Winner?","66.81%","2025-06-20T00:01:00.000Z"
"Oklahoma City vs Indiana Winner?","66.81%","2025-06-20T00:02:00.000Z"
"Oklahoma City vs Indiana Winner?","66.81%","2025-06-20T00:03:00.000Z"
"Oklahoma City vs Indiana Winner?","66.81%","2025-06-20T00:04:00.000Z"
"Oklahoma City vs Indiana Winner?","66.81%","2025-06-20T00:05:00.000Z"
"Oklahoma City vs Indiana Winner?","66.81%","2025-06-20T00:06:00.000Z"
"Oklahoma City vs Indiana Winner?","66.81%","2025-06-20T00:07:00.000Z"
"Oklahoma City vs Indiana Winner?","66.81%","2025-06-20T00:08:00.000Z"
"Oklahoma City vs Indiana Winner?","66.81%","2025-06-20T00:09:00.000Z"
"Oklahoma City vs Indiana Winner?","66.81%","2025-06-20T00:10:00.000Z"
"Oklahoma City vs Indiana Winner?","66.81%","2025-06-20T00:11:00.000Z"
"Oklahoma City vs Indiana Winner?","66.81%","2025-06-20T00:12:00.000Z"
"Oklahoma City vs Indiana Winner?","66.81%","2025-06-20T00:13:00.000Z"
"Oklahoma City vs Indiana Winner?","66.81%","2025-06-20T00:14:00.000Z"
"Oklahoma City vs Indiana Winner?","66.81%","2025-06-20T00:15:00.000Z"
"Oklahoma City vs Indiana Winner?","66.54%","2025-06-20T00:16:00.000Z"
"Oklahoma City vs Indiana Winner?","66.54%","2025-06-20T00:17:00.000Z"
"Oklahoma City vs Indiana Winner?","66.54%","2025-06-20T00:18:00.000Z"
"Oklahoma City vs Indiana Winner?","66.54%","2025-06-20T00:19:00.000Z"
"Oklahoma City vs Indiana Winner?","66.54%","2025-06-20T00:20:00.000Z"
"Oklahoma City vs Indiana Winner?","66.54%","2025-06-20T00:21:00.000Z"
"Oklahoma City vs Indiana Winner?","66.54%","2025-06-20T00:22:00.000Z"
"Oklahoma City vs Indiana Winner?","66.54%","2025-06-20T00:23:00.000Z"
"Oklahoma City vs Indiana Winner?","65.92%","2025-06-20T00:24:00.000Z"
"Oklahoma City vs Indiana Winner?","65.92%","2025-06-20T00:25:00.000Z"
"Oklahoma City vs Indiana Winner?","65.92%","2025-06-20T00:26:00.000Z"
"Oklahoma City vs Indiana Winner?","65.92%","2025-06-20T00:27:00.000Z"
"Oklahoma City vs Indiana Winner?","65.92%","2025-06-20T00:28:00.000Z"
"Oklahoma City vs Indiana Winner?","65.92%","2025-06-20T00:29:00.000Z"
"Oklahoma City vs Indiana Winner?","65.92%","2025-06-20T00:30:00.000Z"
"Oklahoma City vs Indiana Winner?","65.92%","2025-06-20T00:31:00.000Z"
"Oklahoma City vs Indiana Winner?","65.68%","2025-06-20T00:32:00.000Z"
"Oklahoma City vs Indiana Winner?","65.68%","2025-06-20T00:33:00.000Z"
"Oklahoma City vs Indiana Winner?","65.68%","2025-06-20T00:34:00.000Z"
"Oklahoma City vs Indiana Winner?","65.68%","2025-06-20T00:35:00.000Z"
"Oklahoma City vs Indiana Winner?","65.68%","2025-06-20T00:36:00.000Z"
"Oklahoma City vs Indiana Winner?","65.68%","2025-06-20T00:37:00.000Z"
"Oklahoma City vs Indiana Winner?","65.68%","2025-06-20T00:38:00.000Z"
"Oklahoma City vs Indiana Winner?","65.68%","2025-06-20T00:39:00.000Z"
"Oklahoma City vs Indiana Winner?","64.93%","2025-06-20T00:40:00.000Z"
"Oklahoma City vs Indiana Winner?","64.93%","2025-06-20T00:41:00.000Z"
"Oklahoma City vs Indiana Winner?","64.93%","2025-06-20T00:42:00.000Z"
"Oklahoma City vs Indiana Winner?","64.93%","2025-06-20T00:43:00.000Z"
"Oklahoma City vs Indiana Winner?","64.93%","2025-06-20T00:44:00.000Z"
"Oklahoma City vs Indiana Winner?","64.93%","2025-06-20T00:45:00.000Z"
"Oklahoma City vs Indiana Winner?","64.93%","2025-06-20T00:46:00.000Z"
"Oklahoma City vs Indiana Winner?","64.93%","2025-06-20T00:47:00.000Z"
"Oklahoma City vs Indiana Winner?","70.63%","2025-06-20T00:48:00.000Z"
"Oklahoma City vs Indiana Winner?","70.63%","2025-06-20T00:49:00.000Z"
"Oklahoma City vs Indiana Winner?","70.63%","2025-06-20T00:50:00.000Z"
"Oklahoma City vs Indiana Winner?","70.63%","2025-06-20T00:51:00.000Z"
"Oklahoma City vs Indiana Winner?","70.63%","2025-06-20T00:52:00.000Z"
"Oklahoma City vs Indiana Winner?","70.63%","2025-06-20T00:53:00.000Z"
"Oklahoma City vs Indiana Winner?","70.63%","2025-06-20T00:54:00.000Z"
"Oklahoma City vs Indiana Winner?","70.63%","2025-06-20T00:55:00.000Z"
"Oklahoma City vs Indiana Winner?","59.02%","2025-06-20T00:56:00.000Z"
"Oklahoma City vs Indiana Winner?","59.02%","2025-06-20T00:57:00.000Z"
"Oklahoma City vs Indiana Winner?","59.02%","2025-06-20T00:58:00.000Z"
"Oklahoma City vs Indiana Winner?","59.02%","2025-06-20T00:59:00.000Z"
"Oklahoma City vs Indiana Winner?","59.02%","2025-06-20T01:00:00.000Z"
"Oklahoma City vs Indiana Winner?","59.02%","2025-06-20T01:01:00.000Z"
"Oklahoma City vs Indiana Winner?","59.02%","2025-06-20T01:02:00.000Z"
"Oklahoma City vs Indiana Winner?","59.02%","2025-06-20T01:03:00.000Z"
"Oklahoma City vs Indiana Winner?","48.76%","2025-06-20T01:04:00.000Z"
"Oklahoma City vs Indiana Winner?","48.76%","2025-06-20T01:05:00.000Z"
"Oklahoma City vs Indiana Winner?","48.76%","2025-06-20T01:06:00.000Z"
"Oklahoma City vs Indiana Winner?","48.76%","2025-06-20T01:07:00.000Z"
"Oklahoma City vs Indiana Winner?","48.76%","2025-06-20T01:08:00.000Z"
"Oklahoma City vs Indiana Winner?","48.76%","2025-06-20T01:09:00.000Z"
"Oklahoma City vs Indiana Winner?","48.76%","2025-06-20T01:10:00.000Z"
"Oklahoma City vs Indiana Winner?","48.76%","2025-06-20T01:11:00.000Z"
"Oklahoma City vs Indiana Winner?","57.96%","2025-06-20T01:12:00.000Z"
"Oklahoma City vs Indiana Winner?","57.96%","2025-06-20T01:13:00.000Z"
"Oklahoma City vs Indiana Winner?","57.96%","2025-06-20T01:14:00.000Z"
"Oklahoma City vs Indiana Winner?","57.96%","2025-06-20T01:15:00.000Z"
"Oklahoma City vs Indiana Winner?","57.96%","2025-06-20T01:16:00.000Z"
"Oklahoma City vs Indiana Winner?","57.96%","2025-06-20T01:17:00.000Z"
"Oklahoma City vs Indiana Winner?","57.96%","2025-06-20T01:18:00.000Z"
"Oklahoma City vs Indiana Winner?","57.96%","2025-06-20T01:19:00.000Z"
"Oklahoma City vs Indiana Winner?","60.75%","2025-06-20T01:20:00.000Z"
"Oklahoma City vs Indiana Winner?","60.75%","2025-06-20T01:21:00.000Z"
"Oklahoma City vs Indiana Winner?","60.75%","2025-06-20T01:22:00.000Z"
"Oklahoma City vs Indiana Winner?","60.75%","2025-06-20T01:23:00.000Z"
"Oklahoma City vs Indiana Winner?","60.75%","2025-06-20T01:24:00.000Z"
